Test_Location,Chemical_Name,Chemical_Grade,Chemical_Analysis_Method,Chemical_Purity_Mean_,Species_Scientific_Name,Species_Common_Name,Organism_Lifestage,Organism_Age_Mean,Organism_Age_Min,Organism_Age_Max,Organism_Age_Units,Exposure_Type,Media_Type,Number_of_Doses,Conc_1_Type_Author,Conc_1_Mean_Author,Conc_Min_1_Author,Conc_1_Max_Author,Conc_1_Units_Author,Effect,Effect_Measurement,Endpoint,Observed_Response_Mean,Observed_Response_Min,Observed_Response_Max,Observed_Response_Units,Response_Site,Observed_Duration_Days,Observed_Duration_Min_Days,Observed_Duration_Max_Days,Observed_Duration_Units_Days,Type,Measurement,Behavior,Nutrition,Location_GPS,Temperature_C,Humidity_%,Rainfall,Genomics,Bee_Strain_Origin,Other notes,Author,Autho_Affiliation,Journal,Reference_Number,Title,Source,Publication_Year,,Note_Nutrition
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,98,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,"Topical, general",No substrate,3,Active ingredient,1.25,NR,NR,ng/org,Feeding behavior,Feeding behavior,LOEL,1.25,NR,NR,ng/org,NR,0.0104,NR,NR,Day(s),worker,individual,Y,N,NR,NR,NR,NR,NR,NR,"The cholinergic system in insects is the main target of insecticides. One class of molecules, the neonicotinoids, induces direct activation of the neuronal nicotinic acetylcholine receptors (nAChRs). In the honey bee these receptors are mainly distributed in the olfactory pathways that link sensory neurons to antennal lobes and mushroom bodies. These structures seem to play an important role in olfactory conditioning. We have previously shown that cholinergic antagonists injected in different parts of the brain impaired the formation and retrieval of olfactory memory. We then advanced the hypothesis that, through the activation of the nAChR, the neonicotinoid imidacloprid (IMI) would lead to facilitation of the memory trace.","Armengaud,C., M. Lambin, and M. Gauthier",,,168909,Effects of Imidacloprid on the Neural Processes of Memory in Honey Bees,"In: J.Devillers and M.H.Pham-Delegue (Eds.), Honey Bees: Estimating the Environemental Impact of Chemicals, Taylor and Francis, London, U.K.:85-100",2002,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Young adult,NR,NR,NR,NR,Food,No substrate,2,Formulation,48,NR,NR,ng/g diet,Feeding behavior,Food consumption,LOEL,48,NR,NR,ng/g diet,NR,7,NR,NR,Day(s),worker,individual,Y,N,NR,33 ± 1,55 ± 5,NR,NR,NR,"Transgenic Cry1Ac + CpTI cotton (CCRI41) is increasingly planted throughout China. However, negative effects of this cultivar on the honey bee Apis mellifera L., the most important pollinator for cultivated ecosystem, remained poorly investigated. The objective of our study was to evaluate the potential side effects of transgenic Cry1Ac + CpTI pollen from cotton on young adult honey bees A. mellifera L. Two points emphasized the significance of our study: (1) A higher expression level of insecticidal protein Cry1Ac in pollen tissues was detected (when compared with previous reports). In particular, Cry1Ac protein was detected at 300 ± 4.52 ng g−1 [part per billion (ppb)] in pollen collected in July, (2) Effects on chronic mortality and feeding behaviour in honey bees were evaluated using a no-choice dietary feeding protocol with treated pollen, which guarantee the highest exposure level to bees potentially occurring in natural conditions (worst case scenario). Tests were also conducted using imidacloprid-treated pollen at a concentration of 48 ppb as positive control for sublethal effect on feeding behaviour. Our results suggested that Cry1Ac + CpTI pollen carried no lethal risk for honey bees. However, during a 7-day oral exposure to the various treatments (transgenic, imidacloprid-treated and control), honey bee feeding behaviour was disturbed and bees consumed significantly less CCRI41 cotton pollen than in the control group in which bees were exposed to conventional cotton pollen. It may indicate an antifeedant effect of CCRI41 pollen on honey bees and thus bees may be at risk because of large areas are planted with transgenic Bt cotton in China. This is the first report suggesting a potential sublethal effect of CCRI41 cotton pollen on honey bees. The implications of the results are discussed in terms of risk assessment for bees as well as for directions of future work involving risk assessment of CCRI41 cotton.","Han,P., C.Y. Niu, C.L. Lei, J.J. Cui, and N. Desneux",,,168998,Quantification of Toxins in a Cry1Ac+CpTI Cotton Cultivar and Its Potential Effects on the Honey Bee Apis mellifera L.,Ecotoxicology19:1452-1459,2010,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,High Performance Liquid Chromatography Grade,Unmeasured,98.7,Apis mellifera,Honey Bee,NR,NR,NR,NR,NR,Food,No substrate,4,Active ingredient,50,NR,NR,ug/L diet,Feeding behavior,Food consumption,LOEL,50,NR,NR,ug/L diet,NR,NR,56,266,Day(s),"worker, queen",colony,Y,N,NR,NR,NR,NR,NR,NR,"The evaluation of pesticide side-effects on honeybees is hampered by a lack of colony-level bioassays that not only are sensitive to physiological changes, but also allow predictions about the consequences of exposure for longer-term colony productivity and survival. Here we measured 28 biometrical, biochemical and behavioural indicators in a field study with 63 colonies and 3 apiaries. Colonies were stressed in early summer by feeding them for five days with either the carbamate growth regulator fenoxycarb or the neurotoxic neonicotinoid imidacloprid, or left untreated. Candidate stress indicators were measured 8–64 days later. We determined which of the indicators were influenced by the treatments, and which could be used as predictors in regression analyses of overwintering strength. Among the indicators influenced by fenoxycarb were the amount of brood in colonies as well as the learning performance and 24 h-memory of bees, and the concentration of the brood food component 10HDA in head extracts. Imidacloprid significantly affected honey production, total number of bees and activity of the immune-related enzyme phenoloxidase in forager bee extracts. Indicators predictive of overwintering strength but unrelated to insecticide feeding included vitellogenin titer and glucose oxidase-activity in haemolymph/whole body-extracts of hive bees. Apart from variables that were themselves components of colony strength (numbers of bees/brood cells), the only indicator that was both influenced by an insecticide and predictive of overwintering strength was the concentration of 10HDA in worker bee heads. Our results show that physiological and biochemical bioassays can be used to study effects of insecticides at the colony level and assess the vitality of bee colonies. At the same time, most bioassays evaluated here appear of limited use for predicting pesticide effects on colony overwintering strength, because those that were sensitive to the insecticides were not identical with those that were predictive of colony overwintering. Our study therefore illustrates the difficulties involved in evaluating the economic/ecological significance of pesticide-induced stress in honey bee field studies.","Wegener,J., H. Ruhnke, K. Milchreit, K. Kleebaum, M. Franke, S. Mispagel, G. Bischoff, G. Kamp, and K. Bienefeld",,,177766,Secondary Biomarkers of Insecticide-Induced Stress of Honey Bee Colonies and Their Relevance for Overwintering Strength,Ecotoxicol. Environ. Saf.132:379-389,2016,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Larva,60,NR,NR,Hour(s),Food,No substrate,3,Formulation,400,NR,NR,ppm diet,Genetics,"Apoptosis, programmed cell death, DNA fragmentation",LOEL,400,NR,NR,ppm diet,Midgut or midgut gland,4,NR,NR,Day(s),worker,individual,N,N,NR,35,96,NR,NR,"University of Florida Honey Bee Research and Extension Laboratory, Department of Entomology and Nematology, Gainesville, FL, USA","In this study, cell death detected by DNA fragmentation labeling and phosphatidylserine (PS) localization was investigated in the honey bee (Apis mellifera L.) midgut, salivary glands and ovaries after treating larvae with different pesticides offered via an artificial diet. To do this, honey bee larvae reared in an incubator were exposed to one of nine pesticides: chlorpyrifos, imidacloprid, amitraz, fluvalinate, coumaphos, myclobutanil, chlorothalonil, glyphosate and simazine. Following this, larvae were fixed and prepared for immunohistologically detected cellular death using two TUNEL techniques for DNA fragmentation labeling and Annexin V to detect the localization of exposed PS specific in situ binding to apoptotic cells. Untreated larvae experienced ∼10% midgut apoptotic cell death under controlled conditions. All applied pesticides triggered an increase in apoptosis in treated compared to untreated larvae. The level of cell death in the midgut of simazine-treated larvae was highest at 77% mortality and statistically similar to the level of cell death for chlorpyrifos (65%), imidacloprid (61%), myclobutanil (69%), and glyphosate (69%) treated larvae. Larvae exposed to fluvalinate had the lowest midgut columnar apoptotic cell death (30%) of any pesticide-treated larvae. Indications of elevated apoptotic cell death in salivary glands and ovaries after pesticide application were detected. Annexin V localization, indicative of apoptotic cell deletion, had an extensive distribution in the midgut, salivary glands and ovaries of pesticide-treated larvae. The data suggest that the tested pesticides induced apoptosis in tissues of honey bee larvae at the tested concentrations. Cell death localization as a tool for a monitoring the subclinical and sub-lethal effects of external influences on honey bee larval tissues is discussed.","Gregorc,A., and J.D. Ellis",,,156418,Cell Death Localization In Situ in Laboratory Reared Honey Bee (Apis mellifera L.) Larvae Treated with Pesticides,Pestic. Biochem. Physiol.99(2): 200-207,2011,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Larva,84,NR,NR,Hour(s),Food,No substrate,3,Formulation,200,NR,NR,ppm diet,Genetics,Prophenoloxidase mRNA,LOEL,200,NR,NR,ppm diet,Whole organism,4,NR,NR,Day(s),worker,individual,N,N,NR,35,96,NR,NR,"Langstroth-style production colony located in Gainesville, Florida, USA","Honey bee (Apis mellifera) larvae reared in vitro were exposed to one of nine pesticides and/or were challenged with the parasitic mite, Varroa destructor. Total RNA was extracted from individual larvae and first strand cDNAs were generated. Gene-expression changes in larvae were measured using quantitative PCR (qPCR) targeting transcripts for pathogens and genes involved in physiological processes, bee health, immunity, and/or xenobiotic detoxification. Transcript levels for Peptidoglycan Recognition Protein (PGRPSC), a pathogen recognition gene, increased in larvae exposed to Varroa mites (P < 0.001) and were not changed in pesticide treated larvae. As expected, Varroa-parasitized brood had higher transcripts of Deformed Wing Virus than did control larvae (P < 0.001). Varroa parasitism, arguably coupled with virus infection, resulted in significantly higher transcript abundances for the antimicrobial peptides abaecin, hymenoptaecin, and defensin1. Transcript levels for Prophenoloxidase-activating enzyme (PPOact), an immune end product, were elevated in larvae treated with myclobutanil and chlorothalonil (both are fungicides) (P < 0.001). Transcript levels for Hexameric storage protein (Hsp70) were significantly upregulated in imidacloprid, fluvalinate, coumaphos, myclobutanil, and amitraz treated larvae. Definitive impacts of pesticides and Varroa parasitism on honey bee larval gene expression were demonstrated. Interactions between larval treatments and gene expression for the targeted genes are discussed.","Gregorc,A., J.D. Evans, M. Scharf, and J.D. Ellis",,,157769,Gene Expression in Honey Bee (Apis mellifera) Larvae Exposed to Pesticides and Varroa mites (Varroa destructor),J. Insect Physiol.58(8): 1042-1049,2012,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,2,Formulation,2,NR,NR,ug/L diet,Genetics,Vanin-like protein 1-like mRNA,LOEL,2,NR,NR,ug/L diet,Midgut or midgut gland,11,NR,NR,Day(s),worker,colony,N,N,NR,33,NR,NR,NR,"Laboratoire Microorganismes: Génome et Environnement, Université Blaise Pascal, Clermont-Ferrand, France","Honeybees (Apis mellifera) are constantly exposed to a wide variety of environmental stressors such as parasites and pesticides. Among them, Nosema ceranae and neurotoxic insecticides might act in combination and lead to a higher honeybee mortality. We investigated the molecular response of honeybees exposed to N. ceranae, to insecticides (fipronil or imidacloprid), and to a combination of both stressors. Midgut transcriptional changes induced by these stressors were measured in two independent experiments combining a global RNA-Seq transcriptomic approach with the screening of the expression of selected genes by quantitative RT-PCR. Although N. ceranae-insecticide combinations induced a significant increase in honeybee mortality, we observed that they did not lead to a synergistic effect. According to gene expression profiles, chronic exposure to insecticides had no significant impact on detoxifying genes but repressed the expression of immunity-related genes. Honeybees treated with N. ceranae, alone or in combination with an insecticide, showed a strong alteration of midgut immunity together with modifications affecting cuticle coatings and trehalose metabolism. An increasing impact of treatments on gene expression profiles with time was identified suggesting an absence of stress recovery which could be linked to the higher mortality rates observed.","Aufauvre,J., B. Misme-Aucouturier, B. Vigues, C. Texier, F. Delbac, and N. Blot",,,168910,Transcriptome Analyses of the Honeybee Response to Nosema ceranae and Insecticides,PLoS One9(3): 12 p.,2014,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Pestanal grade,Unmeasured,NR,Apis mellifera,Honey Bee,Larva,24,NR,NR,Hour(s),Food,No substrate,2,Active ingredient,20,NR,NR,ppb diet,Genetics,Cactus mRNA,LOEL,20,NR,NR,ppb diet,NR,13,NR,NR,Day(s),worker,colony,N,N,NR,34.5 ± 0.5,96 ± 1,NR,NR,"NRUSDA, ARS, Thad Cochran Southern Horticultural Laboratory, Poplarville, MS, USA","The impact of widespread pesticide use in agriculture has been a major concern to the beekeeping industry. Accumulating evidence suggests that pesticides have a negative impact on honey bees. Additionally, honey bees exposed to different stressors, such as parasites and the pathogens they vector, may further affect their health. The aim of this study was to investigate the combined or sole effect of two stressors on developing honey bees under laboratory conditions where larvae were per os treated with realistic field doses of imidacloprid and later infested with Varroa destructor. Here, we present a gene expression profile of 15 immune-related genes in different honey bee development stages (white-eyed pupae, brown-eyed pupae, and emerged honey bees). Our results show that pesticide consumed in the larval stage lead to a decrease in immune response of bees in early development stages (white- and brown-eyed pupae) and later to an increase in honey bee immune response, and thus honey bee health may be challenged. The gene expression patterns of Varroa infested honey bees changed during development with the number of significantly differentially expressed genes increasing from white-eyed pupae to newly emerged honey bees. The effect of both stressors has a significant effect on antimicrobial peptides and genes involved in defense (apidaecin, hymenoptaecin, defensin-1, lysozyme-2, and PPO) in different developmental stages. All tested honey bees exposed to Varroa had significantly elevated DWV loads. Overall, our data showed changes in immune-related gene expression of three honey bee development stages, exposed to each of two stressors alone or combined, which varies depending on the developmental stage.","Tesovnik,T., M. Zorc, A. Gregorc, T. Rinehart, J. Adamczyk, and M. Narat",,,184319,Immune Gene Expression in Developing Honey Bees (Apis mellifera L.) Simultaneously Exposed to Imidacloprid and Varroa destructor in Laboratory Conditions,J. Apic. Res.58(5): 730-739,2019,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,10,Apis mellifera,Honey Bee,Adult,NR,10,20,Day(s),Food,No substrate,4,Active ingredient,5,NR,NR,AI ppm diet,Genetics,Heat shock 70kDa protein 5 mRNA,LOEL,5,NR,NR,AI ppm diet,Abdomen,0.25,NR,NR,Day(s),worker,individual,N,N,NR,"4, 40, 45, 50, 27",50-60,NR,NR,"Yeongcheon, Korea","The honey bee, Apis mellifera, is a cosmopolitan pollination insect. Recently, global populations of honey bees have rapidly declined owing to colony collapse disorder (CCD), the mechanism of which is still unknown. Here, we used mRNA levels of heat shock protein (HSP) genes as molecular markers of response to three types of external stress: thermal shock, flower-thinning agents, and pesticides. When worker bees were exposed to temperatures of 4, 27, 40, 45 and 50 °C for 1 h, decreased survival occurred only at 50 °C. Further, increased levels of hsp70, grp78, and hsp90, but not hsp40, were detected, and reached a maximum at 45 °C, particularly in the hypopharyngeal glands and fat bodies. Artificial ingestion of two flower-thinning agents containing either 0.1% boron and zinc, or 1% sulfur increased hsp70 and grp78 levels at different rates without affecting hsp40 and hsp90 levels, and had no effect on workers' mortality. However, ingestion of imidacloprid solution (0.5–50 ppm) increased mortality in workers and decreased the levels of hsp70, grp78, and hsp90 in a dose-dependent manner. Our results showed that the responses of honey bees to each hsp are differential and highly specific to different stresses. This study suggests that the unique expression profiles of hsps can be used as valuable tools for monitoring the susceptibility of honey bees to various environmental impacts.","Koo,J., T.G. Son, S.Y. Kim, and K.Y. Lee",,,184384,"Differential Responses of Apis mellifera Heat Shock Protein Genes to Heat Shock, Flower-Thinning Formulations, and Imidacloprid",J. Asia Pac. Entomol.18(3): 583-589,2015,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,99.99,Apis mellifera,Honey Bee,Adult,NR,NR,NR,NR,Food,No substrate,4,Active ingredient,1.5,NR,NR,ng/org/d,Genetics,Caspase 1 mRNA,LOEL,1.5,NR,NR,ng/org/d,Brain,9,NR,NR,Day(s),worker,colony,N,N,NR,33 ± 2,40 ± 10,NR,NR,NR,"Honey bees are at an unavoidable risk of exposure to neonicotinoid pesticides, which are used worldwide. Compared with the well-studied roles of these pesticides in nontarget site (including midgut, ovary, or salivary glands), little has been reported in the target sites, the brain. In the current study, laboratory-reared adult worker honey bees ( Apis mellifera L.) were treated with sublethal doses of imidacloprid. Neuronal apoptosis was detected using the TUNEL technique for DNA labeling. We observed significantly increased apoptotic markers in dose- and time-dependent manners in brains of bees exposed to imidacloprid. Neuronal activated caspase-3 and mRNA levels of caspase-1, as detected by immunofluorescence and real-time quantitative PCR, respectively, were significantly increased, suggesting that sublethal doses of imidacloprid may induce the caspase-dependent apoptotic pathway. Additionally, the overlap of apoptosis and autophagy in neurons was confirmed by transmission electron microscopy. It further suggests that a relationship exists between neurotoxicity and behavioral changes induced by sublethal doses of imidacloprid, and that there is a need to determine reasonable limits for imidacloprid application in the field to protect pollinators.","Wu,Y.Y., T. Zhou, Q. Wang, P.L. Dai, S.F. Xu, H.R. Jia, and X. Wang",,,184437,Programmed Cell Death in the Honey Bee (Apis mellifera) (Hymenoptera: Apidae) Worker Brain Induced by Imidacloprid,J. Econ. Entomol.108(4): 1486-1494,2015,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,"Technical grade, technical product, technical formulation",Measured,99,Apis mellifera,Honey Bee,Larva,NR,NR,NR,NR,Food,No substrate,2,Active ingredient,0.00019,NR,NR,AI ug/org,Genetics,cAMP response element binding protein mRNA,LOEL,0.00019,NR,NR,AI ug/org,Abdomen,NR,NR,NR,Larva to adult,worker,individual,N,N,NR,35 ± 0.5,75,NR,NR,NR,"Pesticide exposure is regarded as a contributing factor to the high gross loss rates of managed colonies of Apis mellifera. Pesticides enter the hive through contaminated nectar and pollen carried by returning forager honey bees or placed in the hive by beekeepers when managing hive pests. We used an in vitro rearing method to characterize the effects of seven pesticides on developing brood subjected dietary exposure at worse-case environmental concentrations detected in wax and pollen. The pesticides tested included acaricides (amitraz, coumaphos, fluvalinate), insecticides (chlorpyrifos, imidacloprid), one fungicide (chlorothalonil), and one herbicide (glyphosate). The larvae were exposed chronically for six days of mimicking exposure during the entire larval feeding period, which is the worst possible scenario of larval exposure. Survival, duration of immature development, the weight of newly emerged adult, morphologies of the antenna and the hypopharyngeal gland, and gene expression were recorded. Survival of bees exposed to amitraz, coumaphos, fluvalinate, chlorpyrifos, and chlorothalonil was the most sensitive endpoint despite observed changes in many developmental and physiological parameters across the seven pesticides. Our findings suggest that pesticide exposure during larvae development may affect the survival and health of immature honey bees, thus contributing to overall colony stress or loss. Additionally, pesticide exposure altered gene expression of detoxification enzymes. However, the tested exposure scenario is unlikely to be representative of real-world conditions but emphasizes the importance of proper hive management to minimize pesticide contamination of the hive environment or simulates a future scenario of increased contamination.","Tome,H.V.V., D.R. Schmehl, A.E. Wedde, R.S.M. Godoy, S.V. Ravaiano, R.N.C. Guedes, G.F. Martins, and J.D. Ellis",,,184484,Frequently Encountered Pesticides can Cause Multiple Disorders in Developing Worker Honey Bees,Environ. Pollut.256:13 p.,2020,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Analytical grade,Unmeasured,98,Apis mellifera,Honey Bee,Not intact,NR,NR,NR,NR,In Vitro,Culture,4,Active ingredient,NR,10,100,uM,Genetics,Cytochrome P450 mRNA,NR,NR,10,100,uM,NR,NR,0.0069,0.0417,Day(s),worker,individual,N,N,,25,70,NR,,,,"Haas,J., and R. Nauen",Bayer,,187219,Pesticide Risk Assessment at the Molecular Level Using Honey Bee Cytochrome P450 Enzymes: A Complementary Approach,Environ. Int.147:8 p.,2021,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,Pestanal grade,Unmeasured,NR,Apis mellifera,Honey Bee,Adult,1,NR,NR,Day(s),Food,No substrate,3,Active ingredient,20,NR,NR,ppb diet,Genetics,Thioredoxin reductase 1 mRNA,LOEL,20,NR,NR,ppb diet,NR,20,NR,NR,Day(s),worker,individual,Y,N,NR,34.5,65,NR,NR,"USDA-ARS Thad Cochran Southern Horticultural Research Laboratory in Poplarville, MS and at the Mississippi State University, Coastal Research and Extension Center, McNeill, MS, USA","The main objective of this study was to test comparatively the effects of two common insecticides on honey bee Apis mellifera worker’s lifespan, food consumption, mortality, and expression of antioxidant genes. Newly emerged worker bees were exposed to organophosphate insecticide coumaphos, a neonicotinoid imidacloprid, and their mixtures. Toxicity tests were conducted along with bee midgut immunohistological TUNEL analyses. RT-qPCR assessed the regulation of 10 bee antioxidant genes linked to pesticide toxicity. We tested coumaphos at 92,600 ppb concentration, in combination with 5 and 20 ppb imidacloprid. Coumaphos induced significantly higher bee mortality, which was associated with down regulation of catalase compared to coumaphos and imidacloprid (5/20 ppb) mixtures, whereas, both imidacloprid concentrations independently had no effect on bee mortality. Mixture of coumaphos and imidacloprid reduced daily bee consumption of a control food patty to 10 mg from a coumaphos intake of 14.3 mg and 18.4 and 13.7 mg for imidacloprid (5 and 20) ppb, respectively. While coumaphos and imidacloprid mixtures induced down-regulation of antioxidant genes with noticeable midgut tissue damage, imidacloprid induced intensive gene up-regulations with less midgut apoptosis.","Gregorc,A., M. Alburaki, N. Rinderer, B. Sampson, P.R. Knight, S. Karim, and J. Adamczyk",,,184208,Effects of Coumaphos and Imidacloprid on Honey Bee (Hymenoptera: Apidae) Lifespan and Antioxidant Gene Regulations in Laboratory Experiments,Sci. Rep.8(1): 13 p,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,28.1,Apis mellifera,Honey Bee,Adult,12,NR,NR,Day(s),"Diet, unspecified",No substrate,2,Formulation,10.447,NR,NR,ng/org,Genetics,Dopamine D2 receptor 2 mRNA,LOEL,10.447,NR,NR,ng/org,NR,7,NR,NR,Day(s),worker,individual,Y,N,NR,NR,NR,NR,NR,"Taoyuan County, Taiwan","Apis mellifera plays crucial roles in maintaining the balance of global ecosystems and stability of agricultural systems by helping pollination of flowering plants, including many crops. In recent years, this balance has been disrupted greatly by some pesticides, which results in great losses of honeybees worldwide. Previous studies have found that pesticide-caused memory loss might be one of the major reasons for colony loss. Histone deacetylase inhibitors (HDACis) are chemical compounds that inhibit the activity of histone deacetylases and are known to cause hyperacetylation of histone cores and influence gene expression. In our study, the HDACi sodium butyrate was applied to honeybees as a dietary supplement. The effect of sodium butyrate on the expression profiles of memory-related genes was analysed by quantitative reverse transcription PCR. The results revealed that this HDACi had up-regulation effects on most of the memory-related genes in bees, even in bees treated with imidacloprid. In addition, using the proboscis extension reflex to evaluate olfactory learning in bees, we found that this HDACi boosted the memory formation of bees after impairment owing to imidacloprid exposure. This study investigated the association between gene expression and memory formation from an epigenetic perspective. Additionally, we further demonstrate the possibility of enhancing bee learning using HDACis and provide initial data for future research.","Hu,Y.T., C.K. Tang, C.P. Wu, P.C. Wu, E.C. Yang, C.C. Tai, and Y.L. Wu",,,184414,Histone Deacetylase Inhibitor Treatment Restores Memory-Related Gene Expression and Learning Ability in Neonicotinoid-Treated Apis mellifera,Insect Mol. Biol.27(4): 512-521,2018,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,11,NR,NR,Day(s),Food,No substrate,2,Formulation,20,NR,NR,ppb diet,Genetics,Cytochrome B561 mRNA,LOEL,20,NR,NR,ppb diet,Brain,11,NR,NR,Day(s),worker,colony,Y,N,NR,30,70,NR,NR,NR,"Declines in honey bee populations represent a worldwide concern. The widespread use of neonicotinoid insecticides has been one of the factors linked to these declines. Sublethal doses of a neonicotinoid insecticide, imidacloprid, has been reported to cause olfactory learning deficits in honey bees via impairment of the target organ, the brain. In the present study, olfactory learning of honey bees was compared between controls and imidacloprid-treated bees. The brains of imidacloprid-treated and control bees were used for comparative transcriptome analysis by RNA-Seq to elucidate the effects of imidacloprid on honey bee learning capacity. The results showed that the learning performance of imidacloprid-treated bees was significantly impaired in comparison with control bees after chronic oral exposure to imidacloprid (0.02 ng/μl) for 11 days. Gene expression profiles between imidacloprid treatment and the control revealed that 131 genes were differentially expressed, of which 130 were downregulated in imidacloprid-treated bees. Validation of the RNA-Seq data using qRT-PCR showed that the results of qRT-PCR and RNA-Seq exhibited a high level of agreement. Gene ontology annotation indicated that the oxidation-reduction imbalance might exist in the brain of honey bees due to oxidative stress induced by imidacloprid exposure. KEGG and ingenuity pathway analysis revealed that transient receptor potential and Arrestin 2 in the phototransduction pathway were significantly downregulated in imidacloprid-treated bees, and that five downregulated genes have causal effects on behavioral response inhibition in imidacloprid-treated bees. Our results suggest that downregulation of brain genes involved in immune, detoxification and chemosensory responses may result in decreased olfactory learning capabilities in imidacloprid-treated bees.","Li,Z., T. Yu, Y. Chen, M. Heerman, J. He, J. Huang, H. Nie, and S. Su",,,184481,Brain Transcriptome of Honey Bees (Apis mellifera) Exhibiting Impaired Olfactory Learning Induced by a Sublethal Dose of Imidacloprid,Pestic. Biochem. Physiol.156:36-43,2019,NA,
Lab,(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine,NR,Unmeasured,NR,Apis mellifera,Honey Bee,NR,1,NR,NR,Day(s),Food,No substrate,2,Formulation,7,NR,NR,ug/kg diet,Hormone(s),Pheromone,NOEL,7,NR,NR,ug/kg diet,NR,10,NR,NR,Day(s),"worker, queen",colony,Y,N,NR,NR,NR,NR,NR,NR,"Pheromones in social insects play a key role in the regulation of group homoeostasis. It is well-established that parasites can modify hormone signaling of their host, but less is known about the effect of parasites on pheromone signaling in insect societies. We, thus, tested in honey bees (Apis mellifera) the effect of the widespread parasite Nosema spp. on the production of ethyl oleate (EO), the only identified primer pheromone in honey bee workers. Since environmental stressors like pesticides also can weaken honey bees, we also analyzed the effect of imidacloprid, a neonicotinoid widely used in agriculture, on EO production. We show that, contrary to imidacloprid, Nosema spp. significantly altered EO production. In addition, the level of Nosema infection was correlated positively with the level of EO production. Since EO is involved in the regulation of division of labor among workers, our result suggests that the changes in EO signaling induced by parasitism have the potential to disturb the colony homoeostasis.","Dussaubat,C., A. Maisonnasse, C. Alaux, S. Tchamitchan, J.L. Brunet, E. Plettner, L.P. Belzunces, and Y. Le Conte",,,168992,Nosema spp. Infection Alters Pheromone Production in Honey Bees (Apis mellifera),J. Chem. Ecol.36:522-525,2010,NA,
